Protein	BinNumber	BinName	TrivialName
at5g13010	GMM:27.1.2	RNA.processing.RNA helicase	EMB3011
at1g49690	GMM:29.2.7.1.2	protein.synthesis.transfer RNA.nucleus.tRNA-Arg	35.2
at5g34839	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at4g11250	GMM:27.3.24	RNA.regulation of transcription.MADS box transcription factor family	AGL52
at2g29290	GMM:16.4.1;GMM:26.8	"secondary metabolism.N misc.alkaloid-like;misc.nitrilases, nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases"	35.2
at1g27921	GMM:32	"micro RNA, natural antisense etc"	35.2
at1g55035	GMM:29.3.1	protein.targeting.nucleus	35.2
at3g08730	GMM:29.2.2	protein.synthesis.ribosome biogenesis	PK1;S6K1;ATPK1;PK6;ATPK6;ATS6K1
at2g06180	35.2	35.2	35.2
at3g05520	GMM:31.1.1.1.3.5.1;GMM:31.1	cell.organisation.cytoskeleton.actin.actin binding.actin capping.alpha SU;cell.organisation	35.2
at5g17690	GMM:28.1	DNA.synthesis/chromatin structure	TFL2;LHP1
at5g45460	35.2	35.2	35.2
at2g06000	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein	35.2
at3g12630	GMM:27.3.99	RNA.regulation of transcription.unclassified	35.2
at1g74610	GMM:29.2.7.1.11	protein.synthesis.transfer RNA.nucleus.tRNA-Leu	35.2
at5g05170	GMM:10.2.1	cell wall.cellulose synthesis.cellulose synthase	ATCESA3;CEV1;IXR1;CESA3;ATH-B
at5g07285	35.2	35.2	35.2
atmg00310	35.2	35.2	ORF154
at1g07947	35.2	35.2	35.2
at5g06795	35.2	35.2	35.2
at3g17970	GMM:29.3.3	protein.targeting.chloroplast	TOC64-III;atToc64-III
at1g25500	GMM:34.99	transport.misc	35.2
at1g66855	35.2	35.2	35.2
at2g14390	35.2	35.2	35.2
at2g29050	GMM:29.5.5	protein.degradation.serine protease	ATRBL1
at2g04765	35.2	35.2	35.2
at4g02975	35.2	35.2	35.2
at5g64630	GMM:27.3.62	RNA.regulation of transcription.nucleosome/chromatin assembly factor group	NFB1;MUB3.9;NFB01;FAS2
at1g34620	GMM:28.1.1.7	DNA.synthesis/chromatin structure.retrotransposon/transposase.mutator-like transposase	35.2
at1g77600	35.2	35.2	35.2
at3g48190	GMM:29.4.1	protein.postranslational modification.kinase	ATM;ATATM
at5g50011	35.2	35.2	CPuORF37
at5g27990	GMM:35.2	not assigned.unknown	35.2
at3g20400	GMM:33.99	development.unspecified	EMB2743
at1g02070	35.2	35.2	35.2
at1g14790	GMM:27.2	RNA.transcription	ATRDRP1;RDR1
at2g42360	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING	35.2
at1g54660	GMM:16.1	secondary metabolism.isoprenoids	35.2
at4g25240	GMM:26.7	"misc.oxidases - copper, flavone etc"	SKS1
at3g05690	GMM:27.3.14	"RNA.regulation of transcription.CCAAT box binding factor family, HAP2"	ATHAP2B;UNE8;NF-YA2;HAP2B
at2g07786	35.2	35.2	35.2
at3g49780	GMM:33.99	development.unspecified	ATPSK4;ATPSK3 (FORMER SYMBOL);PSK4
at5g31212	GMM:28.1.1.3	DNA.synthesis/chromatin structure.retrotransposon/transposase.copia-like retrotransposon	35.2
at2g14415	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at1g29560	35.2	35.2	35.2
at1g10417	GMM:35.2	not assigned.unknown	35.2
at3g13310	GMM:20.2.1	stress.abiotic.heat	35.2
at5g06265	GMM:35.1	not assigned.no ontology	35.2
at1g51330	GMM:29.5.5	protein.degradation.serine protease	35.2
at1g14450	GMM:9.1.1	mitochondrial electron transport / ATP synthesis.NADH-DH (type I).complex I	35.2
at1g60000	GMM:27.4	RNA.RNA binding	35.2
at1g80960	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at1g18570	GMM:16.5.1.2.3;GMM:27.3.25	secondary metabolism.sulfur-containing.glucosinolates.regulation.indole;RNA.regulation of transcription.MYB domain transcription factor family	HIG1;AtMYB51;BW51A;MYB51;BW51B
at3g53870	GMM:29.2.1.2.1.3	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S3	35.2
at3g43230	GMM:27.3.99	RNA.regulation of transcription.unclassified	35.2
at4g15075	35.2	35.2	35.2
at5g11750	GMM:29.2.1.1.1.2.19	protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L19	35.2
at3g30770	35.2	35.2	35.2
at3g07435	35.2	35.2	35.2
at5g42330	35.2	35.2	35.2
at5g57950	GMM:29.5.11.20	protein.degradation.ubiquitin.proteasom	35.2
at4g03395	35.2	35.2	35.2
at1g80700	35.2	35.2	35.2
at4g25430	35.2	35.2	35.2
at3g09300	GMM:31.4	cell.vesicle transport	ORP3B
at1g60810	GMM:8.2.11	TCA / organic transformation.other organic acid transformations.atp-citrate lyase	ACLA-2
at5g32875	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at4g02885	35.2	35.2	35.2
at3g43990	GMM:27.3.67	RNA.regulation of transcription.putative transcription regulator	35.2
at1g22560	GMM:28.1.1.2	DNA.synthesis/chromatin structure.retrotransposon/transposase.non-LTR retrotransposon	35.2
at1g21200	GMM:27.3.30	RNA.regulation of transcription.triple-helix transcription factor family (Trihelix)	35.2
at3g42450	GMM:27.3.73	RNA.regulation of transcription.Zn-finger(CCHC)	35.2
at2g08025	35.2	35.2	35.2
at3g03785	35.2	35.2	35.2
at5g29562	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at2g07390	35.2	35.2	35.2
at3g50400	GMM:26.28	misc.GDSL-motif lipase	35.2
at2g25687	GMM:20.1.7.12	stress.biotic.PR-proteins.PR12 (plant defensins)	35.2
at3g16680	GMM:27.3.50	RNA.regulation of transcription.general transcription	35.2
at2g01818	GMM:27.3.99	RNA.regulation of transcription.unclassified	35.2
at1g66870	GMM:26.4	"misc.beta 1,3 glucan hydrolases"	35.2
at3g21473	GMM:35.2	not assigned.unknown	35.2
at4g19830	GMM:29.6	protein.folding	35.2
at3g08090	35.2	35.2	35.2
at5g56030	GMM:20.2.1	stress.abiotic.heat	HSP81-2;AtHsp90.2;HSP90.2;ERD8
at4g11220	35.2	35.2	RTNLB2;BTI2
at5g14310	35.2	35.2	CXE16;AtCXE16
at1g52780	35.2	35.2	35.2
at1g29951	35.2	35.2	CPuORF35
at3g60630	GMM:33.99	development.unspecified	ATHAM2;LOM2
at3g58820	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at3g56260	35.2	35.2	35.2
at2g10100	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at4g29490	GMM:29.5	protein.degradation	35.2
at3g57760	GMM:29.4	protein.postranslational modification	35.2
at5g57391	35.2	35.2	35.2
at3g31359	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at5g11050	GMM:27.3.25	RNA.regulation of transcription.MYB domain transcription factor family	MYB64;AtMYB64
at3g45720	GMM:34.13	transport.peptides and oligopeptides	35.2
at3g28852	35.2	35.2	35.2
at5g07230	GMM:26.21	misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein	35.2
at4g06020	35.2	35.2	35.2
at1g65670	GMM:26.10	misc.cytochrome P450	CYP702A1
at5g05360	35.2	35.2	35.2
at1g04303	35.2	35.2	35.2
at4g27310	GMM:27.3.7	RNA.regulation of transcription.C2C2(Zn) Constans-like zinc finger family (CO-like)	35.2
at5g07810	GMM:27.3.44	RNA.regulation of transcription.chromatin remodeling factors	35.2
at4g28310	35.2	35.2	35.2
at3g17280	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at5g28923	GMM:28.1.1.5	DNA.synthesis/chromatin structure.retrotransposon/transposase.CACTA-like transposase	35.2
at5g22420	GMM:11.9.4.13	lipid metabolism.lipid degradation.beta-oxidation.acyl CoA reductase	FAR7
at5g08605	35.2	35.2	35.2
at1g08620	GMM:27.3.57	RNA.regulation of transcription.JUMONJI family	PKDM7D
at1g47280	35.2	35.2	35.2
at4g31398	GMM:32	"micro RNA, natural antisense etc"	35.2
at5g62350	GMM:26.18	misc.invertase/pectin methylesterase inhibitor family protein	35.2
at4g16130	GMM:10.1.30.2	cell wall.precursor synthesis.sugar kinases.arabinose-1-kinase	ARA1
at3g05560	GMM:29.2.1.2.2.22	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L22	35.2
at5g10250	GMM:30.11	signalling.light	DOT3
at5g39700	GMM:27.3.25	RNA.regulation of transcription.MYB domain transcription factor family	AtMYB89;MYB89
at4g24280	GMM:20.2.1	stress.abiotic.heat	cpHsc70-1
at1g01810	35.2	35.2	35.2
at5g41800	GMM:34.3	transport.amino acids	35.2
at5g52650	GMM:29.2.1.2.1.10	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S10	35.2
at5g23180	35.2	35.2	35.2
at5g14950	GMM:29.7.7	"protein.glycosylation.mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase (GMII)"	ATGMII;GMII
at3g02760	GMM:29.1.21	protein.aa activation.histidine-tRNA ligase	35.2
at4g39790	35.2	35.2	35.2
at3g52080	GMM:34.12	transport.metal	chx28
at3g01020	GMM:18.7	Co-factor and vitamine metabolism.iron-sulphur clusters	ATISU2;ISU2
at3g04184	35.2	35.2	35.2
at3g22070	GMM:35.1.42	not assigned.no ontology.proline rich family	35.2
at5g23115	35.2	35.2	35.2
at1g72010	GMM:27.3.29	RNA.regulation of transcription.TCP transcription factor family	35.2
at1g20980	GMM:33.3	development.squamosa promoter binding like (SPL)	SPL14;SPL1R2;ATSPL14;FBR6
at5g58480	GMM:26.4	"misc.beta 1,3 glucan hydrolases"	35.2
at3g06400	GMM:27.3.44	RNA.regulation of transcription.chromatin remodeling factors	CHR11
at2g12505	35.2	35.2	35.2
at4g18823	GMM:20.1.7.12	stress.biotic.PR-proteins.PR12 (plant defensins)	35.2
at1g53930	GMM:29.5.11.1	protein.degradation.ubiquitin.ubiquitin	35.2
at1g07123	35.2	35.2	35.2
at1g52510	35.2	35.2	35.2
at1g80380	GMM:1.2.7	PS.photorespiration.glycerate kinase	35.2
at1g01430	35.2	35.2	TBL25
at3g57960	35.2	35.2	35.2
at1g19580	GMM:9.1.1.5	mitochondrial electron transport / ATP synthesis.NADH-DH (type I).complex I.carbonic anhydrase	GAMMA CA1
at4g35730	35.2	35.2	35.2
at3g10585	GMM:27.3.99	RNA.regulation of transcription.unclassified	35.2
at4g08652	35.2	35.2	35.2
at5g54500	GMM:11.8	"lipid metabolism.exotics (steroids, squalene etc)"	FQR1
at3g59080	GMM:27.3.99	RNA.regulation of transcription.unclassified	35.2
at1g26795	35.2	35.2	35.2
at3g08530	GMM:31.4	cell.vesicle transport	35.2
at5g19290	35.2	35.2	35.2
at1g63770	GMM:29.5	protein.degradation	35.2
at4g04630	35.2	35.2	35.2
at5g34266	35.2	35.2	35.2
at5g62720	35.2	35.2	35.2
at4g09845	35.2	35.2	35.2
at3g33585	35.2	35.2	35.2
at2g16130	GMM:34.2	transport.sugars	PMT2;ATPMT2
at5g49320	35.2	35.2	35.2
at3g49490	35.2	35.2	35.2
at3g33565	GMM:28.1.1.2	DNA.synthesis/chromatin structure.retrotransposon/transposase.non-LTR retrotransposon	35.2
atmg00780	GMM:29.2.7.3.16	protein.synthesis.transfer RNA.mitochondrion.tRNA-Ser	35.2
at4g12120	GMM:29.3.4.99	protein.targeting.secretory pathway.unspecified	ATSEC1B;SEC1B
at5g60945	35.2	35.2	35.2
at1g32330	GMM:27.3.23	RNA.regulation of transcription.heat-shock transcription factor family (HSF)	HSFA1D;ATHSFA1D
at2g27370	35.2	35.2	35.2
at2g21465	35.2	35.2	35.2
at1g01140	GMM:29.4	protein.postranslational modification	SnRK3.12;CIPK9;PKS6
at1g35540	GMM:27.3.4	RNA.regulation of transcription.auxin response transcription factor family (ARF)	ARF14
at1g79590	GMM:31.4	cell.vesicle transport	SYP52;ATSYP52
at4g27550	GMM:3.2.1	minor CHO metabolism.trehalose.TPS	ATTPS4;TPS4
at2g35280	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
atmg01170	GMM:9.9	mitochondrial electron transport / ATP synthesis.F1-ATPase	ATP6-2
at4g07210	35.2	35.2	35.2
at2g44490	GMM:20.1;GMM:16.5.1.3.1	stress.biotic;secondary metabolism.sulfur-containing.glucosinolates.degradation.myrosinase	BGLU26
at1g64400	GMM:11.1.9	lipid metabolism.FA synthesis and FA elongation.long chain fatty acid CoA ligase	LACS3
at2g37070	GMM:35.2	not assigned.unknown	35.2
at5g14895	GMM:35.1	not assigned.no ontology	35.2
at1g12700	GMM:28.1	DNA.synthesis/chromatin structure	35.2
at5g50345	35.2	35.2	35.2
at1g73310	GMM:29.5.5	protein.degradation.serine protease	scpl4
at5g06250	GMM:27.3.1;GMM:27.3.99	RNA.regulation of transcription.ABI3/VP1-related B3-domain-containing transcription factor family;RNA.regulation of transcription.unclassified	35.2
at2g33750	GMM:34.10	transport.nucleotides	ATPUP2;PUP2
at2g31725	35.2	35.2	35.2
at2g34430	GMM:1.1.1.1	PS.lightreaction.photosystem II.LHC-II	LHCB1.4;LHB1B1
at1g71870	GMM:34.99	transport.misc	35.2
at2g25550	GMM:28.1	DNA.synthesis/chromatin structure	35.2
at4g30510	GMM:34.99	transport.misc	ATG18B;ATATG18B;G18B
at4g40010	GMM:29.4	protein.postranslational modification	SNRK2.7;SRK2F;SNRK2-7
at1g27290	35.2	35.2	35.2
at2g08455	35.2	35.2	35.2
at5g01185	GMM:28.1.1.3	DNA.synthesis/chromatin structure.retrotransposon/transposase.copia-like retrotransposon	35.2
at3g46345	35.2	35.2	35.2
at5g03025	35.2	35.2	35.2
at1g50970	GMM:35.1	not assigned.no ontology	35.2
at5g47230	GMM:17.5.2	hormone metabolism.ethylene.signal transduction	ERF5;ATERF-5;ATERF5
at2g47250	GMM:27.1.2	RNA.processing.RNA helicase	35.2
at3g58750	GMM:6.1	gluconeogenesis / glyoxylate cycle.citrate synthase	CSY2
at1g61360	GMM:29.4	protein.postranslational modification	35.2
at3g42252	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at2g22850	GMM:27.3.35	RNA.regulation of transcription.bZIP transcription factor family	bZIP6;AtbZIP6
at3g53560	GMM:35.1	not assigned.no ontology	35.2
at5g12085	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at1g64260	GMM:27.3.99	RNA.regulation of transcription.unclassified	35.2
at5g49120	GMM:33.99	development.unspecified	35.2
at3g46190	GMM:35.1	not assigned.no ontology	35.2
at4g35510	35.2	35.2	35.2
at1g62420	35.2	35.2	35.2
at4g28590	35.2	35.2	35.2
at5g09910	GMM:30.5	signalling.G-proteins	35.2
at1g02590	GMM:17.1.1	hormone metabolism.abscisic acid.synthesis-degradation	35.2
at2g39975	35.2	35.2	35.2
at5g05815	35.2	35.2	35.2
at3g21165	GMM:35.2	not assigned.unknown	35.2
at2g40630	GMM:35.2	not assigned.unknown	35.2
at5g04380	GMM:17.8.1	hormone metabolism.salicylic acid.synthesis-degradation	35.2
at4g06285	35.2	35.2	35.2
at5g01005	35.2	35.2	35.2
at3g14360	GMM:11.9.2.1	lipid metabolism.lipid degradation.lipases.triacylglycerol lipase	35.2
at5g44060	35.2	35.2	35.2
at1g49320	35.2	35.2	ATUSPL1;USPL1
at3g01345	35.2	35.2	35.2
at4g06065	35.2	35.2	35.2
at3g20075	GMM:26.10	misc.cytochrome P450	35.2
at1g77740	GMM:30.4.1	signalling.phosphinositides.phosphatidylinositol-4-phosphate 5-kinase	PIP5K2
at4g04426	GMM:28.1.1.3	DNA.synthesis/chromatin structure.retrotransposon/transposase.copia-like retrotransposon	35.2
at2g23710	35.2	35.2	35.2
at5g58440	GMM:31.4	cell.vesicle transport	SNX2a
at4g03745	GMM:28.1.1.5	DNA.synthesis/chromatin structure.retrotransposon/transposase.CACTA-like transposase	35.2
at1g07310	GMM:35.1.19	not assigned.no ontology.C2 domain-containing protein	35.2
at5g42230	GMM:29.5.5	protein.degradation.serine protease	scpl41
at1g31670	GMM:26.7	"misc.oxidases - copper, flavone etc"	35.2
at5g66990	GMM:27.3.60	RNA.regulation of transcription.NIN-like bZIP-related family	35.2
at2g42300	GMM:27.3.6	RNA.regulation of transcription.basic helix-loop-helix family (bHLH)	35.2
at2g22140	GMM:35.2	not assigned.unknown	EME1B;ATEME1B
at1g65410	GMM:34.16	transport.ABC transporters and multidrug resistance systems	NAP11;ATNAP11;TGD3
at4g12490	GMM:26.21	misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein	35.2
at5g07835	35.2	35.2	35.2
at1g60400	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at3g32180	35.2	35.2	35.2
atcg00080	GMM:1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	PSBI
at4g04930	GMM:11.8.1	"lipid metabolism.exotics (steroids, squalene etc).sphingolipids"	DES-1-LIKE
at4g31073	GMM:35.2	not assigned.unknown	35.2
at1g24880	35.2	35.2	35.2
at3g27809	35.2	35.2	35.2
at3g01470	GMM:27.3.22	RNA.regulation of transcription.homeobox transcription factor family (HB)	HD-ZIP-1;ATHB-1;ATHB1;HAT5
at4g04550	GMM:28.1.1.3	DNA.synthesis/chromatin structure.retrotransposon/transposase.copia-like retrotransposon	35.2
at4g27885	GMM:29.2.7.1.1	protein.synthesis.transfer RNA.nucleus.tRNA-Ala	35.2
at3g53050	GMM:26.16	misc.myrosinases-lectin-jacalin	35.2
at4g00236	GMM:30.2.99	signalling.receptor kinases.misc	35.2
at5g15830	GMM:27.3.35	RNA.regulation of transcription.bZIP transcription factor family	AtbZIP3;bZIP3
at2g15710	35.2	35.2	35.2
at4g24010	GMM:10.2.1	cell wall.cellulose synthesis.cellulose synthase	ATCSLG1;CSLG1
at3g52690	35.2	35.2	35.2
at1g29220	GMM:27.3.67	RNA.regulation of transcription.putative transcription regulator	35.2
at5g01975	35.2	35.2	35.2
at2g07755	GMM:29.2.7.1.13	protein.synthesis.transfer RNA.nucleus.tRNA-Met	35.2
at1g17120	GMM:34.3	transport.amino acids	CAT8
at5g43066	35.2	35.2	35.2
at3g04700	35.2	35.2	35.2
at3g52110	GMM:35.2	not assigned.unknown	35.2
at5g09270	35.2	35.2	35.2
at3g54610	GMM:27.3.54	RNA.regulation of transcription.histone acetyltransferases	GCN5;HAC3;HAT1;BGT;HAG01
at1g08885	35.2	35.2	35.2
at1g12850	35.2	35.2	35.2
at5g43064	GMM:35.2	not assigned.unknown	35.2
at2g31440	GMM:35.1	not assigned.no ontology	35.2
at3g47840	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein	35.2
at2g45910	GMM:29.4.1.59	protein.postranslational modification.kinase.receptor like cytoplasmatic kinase IX	35.2
at3g45620	GMM:29.5.11.4.99	protein.degradation.ubiquitin.E3.unspecified	35.2
at1g05860	GMM:35.2	not assigned.unknown	35.2
at3g24927	35.2	35.2	35.2
at5g23770	GMM:35.1.2	not assigned.no ontology.agenet domain-containing protein	DUF8;ATDUF8
at4g05556	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at3g47833	35.2	35.2	35.2
at4g35660	35.2	35.2	35.2
at3g31356	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at1g45223	35.2	35.2	35.2
at5g20852	GMM:29.2.7.1.5	protein.synthesis.transfer RNA.nucleus.tRNA-Cys	35.2
at1g65113	GMM:20.1.7	stress.biotic.PR-proteins	SCRL2
at3g16040	35.2	35.2	35.2
at3g08805	35.2	35.2	35.2
at4g33580	GMM:8.3	TCA / organic transformation.carbonic anhydrases	ATBCA5;BCA5
at4g00960	GMM:30.2.17	signalling.receptor kinases.DUF 26	35.2
at5g52210	GMM:30.5	signalling.G-proteins	GB1;ATARLB1;ATGB1
at3g08925	35.2	35.2	35.2
at2g34655	35.2	35.2	35.2
at2g09360	35.2	35.2	35.2
at3g31906	35.2	35.2	35.2
at1g28250	35.2	35.2	35.2
at3g09145	35.2	35.2	35.2
at1g66840	GMM:35.2	not assigned.unknown	WEB2
at5g35700	GMM:31.1	cell.organisation	FIM5;FIM2
at2g20210	GMM:35.1	not assigned.no ontology	35.2
at2g28450	GMM:27.3.99	RNA.regulation of transcription.unclassified	35.2
at5g34885	35.2	35.2	35.2
at3g07225	35.2	35.2	35.2
at4g20060	35.2	35.2	EMB1895
at3g13130	35.2	35.2	35.2
at4g23635	GMM:29.2.7.1.11	protein.synthesis.transfer RNA.nucleus.tRNA-Leu	35.2
at5g44010	GMM:35.2	not assigned.unknown	35.2
at5g30584	GMM:28.1.1.3	DNA.synthesis/chromatin structure.retrotransposon/transposase.copia-like retrotransposon	35.2
at2g27260	35.2	35.2	35.2
at1g61667	GMM:35.2	not assigned.unknown	35.2
at5g30532	35.2	35.2	35.2
at5g44720	GMM:18.1	Co-factor and vitamine metabolism.molybdenum cofactor	35.2
at2g47800	GMM:34.16	transport.ABC transporters and multidrug resistance systems	ABCC4;ATMRP4;MRP4;EST3
at4g21180	GMM:20.2.1	stress.abiotic.heat	ATERDJ2B
at4g22233	GMM:32	"micro RNA, natural antisense etc"	35.2
at4g36791	35.2	35.2	35.2
at1g11185	35.2	35.2	35.2
at2g14420	GMM:28.99	DNA.unspecified	35.2
at2g36680	35.2	35.2	35.2
at4g26455	35.2	35.2	35.2
at2g15200	35.2	35.2	35.2
at2g33580	GMM:30.2.21	signalling.receptor kinases.lysine motif	35.2
at3g08550	GMM:17.1.2	hormone metabolism.abscisic acid.signal transduction	KOB1;ELD1;ABI8
at5g06278	GMM:17.1.3	hormone metabolism.abscisic acid.induced-regulated-responsive-activated	35.2
at4g17040	GMM:29.5.5	protein.degradation.serine protease	CLPR4
at2g22440	35.2	35.2	35.2
at3g45820	35.2	35.2	35.2
at1g34260	GMM:30.4.1	signalling.phosphinositides.phosphatidylinositol-4-phosphate 5-kinase	FAB1D
at4g30470	GMM:16.2.1.7	secondary metabolism.phenylpropanoids.lignin biosynthesis.CCR1	35.2
at4g27200	GMM:28.1.1.3	DNA.synthesis/chromatin structure.retrotransposon/transposase.copia-like retrotransposon	35.2
at1g66330	GMM:33.99	development.unspecified	35.2
at1g67875	35.2	35.2	35.2
at3g13580	GMM:29.2.1.2.2.7	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L7	35.2
at2g22950	GMM:30.3	signalling.calcium	35.2
at3g29595	GMM:28.1.1.7	DNA.synthesis/chromatin structure.retrotransposon/transposase.mutator-like transposase	35.2
at3g04390	GMM:23.2	nucleotide metabolism.degradation	35.2
at1g09165	35.2	35.2	35.2
at2g23350	GMM:27.1	RNA.processing	PAB4;PABP4
at5g23360	GMM:17.1.3	hormone metabolism.abscisic acid.induced-regulated-responsive-activated	35.2
at1g02074	35.2	35.2	35.2
at3g05665	35.2	35.2	35.2
at4g10350	GMM:33.99	development.unspecified	ANAC070;NAC070;BRN2
at2g46190	35.2	35.2	35.2
at1g04787	35.2	35.2	35.2
at1g45688	35.2	35.2	35.2
at1g73620	GMM:20.1	stress.biotic	35.2
at1g53282	35.2	35.2	35.2
at4g06410	35.2	35.2	35.2
at5g57540	GMM:10.7	cell wall.modification	AtXTH13;XTH13
at4g05285	35.2	35.2	35.2
at1g19360	GMM:35.2	not assigned.unknown	35.2
at4g16750	GMM:27.3.3	"RNA.regulation of transcription.AP2/EREBP, APETALA2/ethylene-responsive element binding protein family"	35.2
at2g19050	GMM:26.28	misc.GDSL-motif lipase	35.2
at1g08417	35.2	35.2	35.2
at5g43870	GMM:35.2	not assigned.unknown	35.2
