IDENTIFIER	BINCODE	BinName	TrivialName
at3g43550	GMM:26.28	misc.GDSL-motif lipase	35.2
at5g48910	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein	LPA66
at1g70280	35.2	35.2	35.2
at1g72860	GMM:20.1.7	stress.biotic.PR-proteins	35.2
at2g46330	GMM:10.5.1.1	cell wall.cell wall proteins.AGPs.AGP	AGP16
at4g17570	GMM:27.3.9	RNA.regulation of transcription.C2C2(Zn) GATA transcription factor family	GATA26
at1g30620	GMM:10.1.9	cell wall.precursor synthesis.MUR4	MUR4
at4g14096	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at1g73020	35.2	35.2	35.2
at1g60860	GMM:30.5	signalling.G-proteins	AGD2
at3g56550	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein	35.2
at5g62690	GMM:31.1	cell.organisation	TUB2
at4g32605	35.2	35.2	35.2
at1g47816	GMM:28.99	DNA.unspecified	35.2
at1g16858	35.2	35.2	CPuORF55
at3g19590	GMM:31.2	cell.division	BUB3.1
at2g09810	GMM:28.1	DNA.synthesis/chromatin structure	35.2
at5g39645	35.2	35.2	35.2
at1g64950	GMM:26.10	misc.cytochrome P450	CYP89A5
at5g17730	GMM:29.5.9	protein.degradation.AAA type	35.2
at1g60120	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at2g04380	35.2	35.2	35.2
at3g60090	35.2	35.2	35.2
at3g22937	35.2	35.2	35.2
at3g17800	35.2	35.2	35.2
at4g31790	GMM:26.6	misc.O-methyl transferases	35.2
at5g06165	35.2	35.2	35.2
at4g34540	GMM:16.8.5.1	secondary metabolism.flavonoids.isoflavonols.isoflavone reductase	35.2
at5g59390	35.2	35.2	35.2
at4g12270	GMM:26.7	"misc.oxidases - copper, flavone etc"	35.2
at1g15330	35.2	35.2	35.2
at1g24570	35.2	35.2	35.2
at1g20170	GMM:29.2.7.1.6	protein.synthesis.transfer RNA.nucleus.tRNA-Glu	35.2
at1g45234	GMM:29.2.7.1.15	protein.synthesis.transfer RNA.nucleus.tRNA-Pro	35.2
at2g34380	35.2	35.2	35.2
at2g48160	GMM:27.3.68	RNA.regulation of transcription.PWWP domain protein	35.2
at1g22020	GMM:25.1	C1-metabolism.glycine hydroxymethyltransferase	SHM6
at3g43485	GMM:28.1.1.3	DNA.synthesis/chromatin structure.retrotransposon/transposase.copia-like retrotransposon	35.2
at4g15470	35.2	35.2	35.2
at2g19200	35.2	35.2	35.2
at2g21330	GMM:1.3.6	PS.calvin cycle.aldolase	FBA1
at5g03120	35.2	35.2	35.2
at5g37510	GMM:9.1.2	mitochondrial electron transport / ATP synthesis.NADH-DH (type I).localisation not clear	EMB1467
at3g45440	GMM:29.4	protein.postranslational modification	35.2
at3g02700	35.2	35.2	35.2
at3g16250	GMM:1.1.5.2	PS.lightreaction.other electron carrier (ox/red).ferredoxin	NDF4
at1g68945	35.2	35.2	35.2
at3g15604	35.2	35.2	35.2
at1g68570	GMM:34.13	transport.peptides and oligopeptides	35.2
at1g23640	35.2	35.2	35.2
at3g24570	GMM:29.3.5	protein.targeting.peroxisomes	35.2
at2g05400	35.2	35.2	35.2
at1g72910	GMM:20.1.7	stress.biotic.PR-proteins	35.2
at3g09480	GMM:28.1.3.2.2	DNA.synthesis/chromatin structure.histone.core.H2B	35.2
at1g29850	35.2	35.2	35.2
at3g24715	GMM:29.4.1	protein.postranslational modification.kinase	35.2
at1g27090	GMM:35.1.40	not assigned.no ontology.glycine rich proteins	35.2
at1g53260	35.2	35.2	35.2
at4g01450	GMM:33.99	development.unspecified	35.2
at1g29770	35.2	35.2	35.2
at3g46540	GMM:35.1.21	not assigned.no ontology.epsin N-terminal homology (ENTH) domain-containing protein	35.2
at4g30710	35.2	35.2	QWRF8
at1g01490	GMM:28.2	DNA.repair	35.2
at3g09560	35.2	35.2	ATPAH1
at1g13070	GMM:26.10	misc.cytochrome P450	35.2
at5g67120	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING	35.2
at3g18827	GMM:32	"micro RNA, natural antisense etc"	35.2
at5g44572	35.2	35.2	35.2
at1g35620	GMM:21.1.1	redox.thioredoxin.PDIL	ATPDIL5-2
at1g66300	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at5g47780	GMM:26.2	misc.UDP glucosyl and glucoronyl transferases	GAUT4
at3g09800	GMM:29.3.4.99	protein.targeting.secretory pathway.unspecified	35.2
at4g36810	GMM:16.1.1.10	secondary metabolism.isoprenoids.non-mevalonate pathway.geranylgeranyl pyrophosphate synthase	GGPS1
at5g63145	GMM:29.2.7.1.17	protein.synthesis.transfer RNA.nucleus.tRNA-Thr	35.2
at3g26090	35.2	35.2	ATRGS1
at1g80030	GMM:20.2.1	stress.abiotic.heat	35.2
at1g68630	35.2	35.2	35.2
at1g45050	GMM:29.5.11.3	protein.degradation.ubiquitin.E2	UBC15
at3g56690	GMM:30.3	signalling.calcium	CIP111
at1g05730	35.2	35.2	35.2
at3g20993	GMM:20.1.7	stress.biotic.PR-proteins	LCR56
at5g35720	GMM:28.1.1.2	DNA.synthesis/chromatin structure.retrotransposon/transposase.non-LTR retrotransposon	35.2
at1g06210	GMM:31.4	cell.vesicle transport	35.2
at3g62710	GMM:10.6.1	"cell wall.degradation.cellulases and beta-1,4-glucanases"	35.2
at1g50020	35.2	35.2	35.2
at1g62120	GMM:27.3.99	RNA.regulation of transcription.unclassified	35.2
at5g35860	35.2	35.2	35.2
at4g24070	35.2	35.2	35.2
at2g31585	35.2	35.2	35.2
at3g59470	GMM:30.11	signalling.light	35.2
at3g49170	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein	EMB2261
at2g46375	35.2	35.2	35.2
at5g35945	35.2	35.2	35.2
at5g63570	GMM:19.3	tetrapyrrole synthesis.GSA	GSA1
at1g05610	GMM:2.1.2.1	major CHO metabolism.synthesis.starch.AGPase	APS2
at2g16895	35.2	35.2	35.2
at3g19420	GMM:29.4	protein.postranslational modification	PEN2
atmg00920	35.2	35.2	ORF215B
at3g24210	GMM:31.1	cell.organisation	35.2
at2g13480	35.2	35.2	35.2
at2g16360	GMM:29.2.1.2.1.25	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S25	35.2
at5g08717	GMM:32	"micro RNA, natural antisense etc"	35.2
at3g29160	GMM:30.1	signalling.in sugar and nutrient physiology	ATKIN11
at5g51710	GMM:34.15	transport.potassium	ATKEA5
at5g34870	GMM:27.3.73	RNA.regulation of transcription.Zn-finger(CCHC)	35.2
at4g13930	GMM:25.1	C1-metabolism.glycine hydroxymethyltransferase	SHM4
at1g34750	GMM:29.4	protein.postranslational modification	35.2
at1g03740	GMM:29.4	protein.postranslational modification	35.2
at1g03150	GMM:27.3.70	RNA.regulation of transcription.silencing group	35.2
at2g06005	35.2	35.2	FIP1
at2g25830	35.2	35.2	35.2
at3g51290	GMM:35.1.42	not assigned.no ontology.proline rich family	35.2
at2g03340	GMM:27.3.32	RNA.regulation of transcription.WRKY domain transcription factor family	WRKY3
at5g67630	GMM:28.1	DNA.synthesis/chromatin structure	35.2
at5g44950	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at4g06540	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at4g03390	GMM:30.2.5	signalling.receptor kinases.leucine rich repeat V	SRF3
at5g50480	GMM:27.3.16	"RNA.regulation of transcription.CCAAT box binding factor family, HAP5"	NF-YC6
at1g55045	35.2	35.2	35.2
at4g16265	GMM:27.2	RNA.transcription	NRPD9B
at4g12830	35.2	35.2	35.2
at4g04316	GMM:28.1.1.4	DNA.synthesis/chromatin structure.retrotransposon/transposase.hat-like transposase	35.2
at5g19260	35.2	35.2	35.2
at1g13840	GMM:29.2.7.1.1	protein.synthesis.transfer RNA.nucleus.tRNA-Ala	35.2
at4g14600	35.2	35.2	35.2
at2g43700	GMM:29.4	protein.postranslational modification	35.2
at5g32485	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at1g11010	GMM:29.2.7.1.13	protein.synthesis.transfer RNA.nucleus.tRNA-Met	35.2
at2g32880	35.2	35.2	35.2
at4g19750	GMM:20.1	stress.biotic	35.2
at5g35240	GMM:28.1	DNA.synthesis/chromatin structure	35.2
at5g24110	GMM:27.3.32	RNA.regulation of transcription.WRKY domain transcription factor family	WRKY30
at4g06486	35.2	35.2	35.2
at2g03250	GMM:34.7	transport.phosphate	35.2
at1g25230	GMM:26.13	misc.acid and other phosphatases	35.2
at5g49760	GMM:30.2.8.1	signalling.receptor kinases.leucine rich repeat VIII.type 1	35.2
at5g05930	GMM:30.99	signalling.unspecified	ATGC1
at5g53815	GMM:28.1.1.3	DNA.synthesis/chromatin structure.retrotransposon/transposase.copia-like retrotransposon	35.2
at4g24180	GMM:20.1	stress.biotic	ATTLP1
at4g26120	GMM:31.1	cell.organisation	35.2
at5g04270	GMM:27.3.99	RNA.regulation of transcription.unclassified	35.2
at2g36600	GMM:29.2.7.1.2	protein.synthesis.transfer RNA.nucleus.tRNA-Arg	35.2
at2g07042	GMM:32	"micro RNA, natural antisense etc"	35.2
at3g03370	35.2	35.2	35.2
at1g26985	GMM:32	"micro RNA, natural antisense etc"	35.2
at4g30420	GMM:33.99	development.unspecified	35.2
at1g09600	GMM:29.4	protein.postranslational modification	35.2
at4g38020	GMM:27.1	RNA.processing	35.2
at3g27770	35.2	35.2	35.2
at1g55915	35.2	35.2	35.2
at1g64628	35.2	35.2	CPuORF57
at3g24560	GMM:33.99	development.unspecified	RSY3
at3g24110	GMM:30.3	signalling.calcium	35.2
at5g63410	GMM:30.2.6	signalling.receptor kinases.leucine rich repeat VI	35.2
at2g29880	35.2	35.2	35.2
at3g25099	35.2	35.2	35.2
at5g22200	35.2	35.2	35.2
at1g77680	GMM:27.1.19	RNA.processing.ribonucleases	35.2
at5g27037	35.2	35.2	35.2
at1g41660	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at2g11110	GMM:28.1.1.5	DNA.synthesis/chromatin structure.retrotransposon/transposase.CACTA-like transposase	35.2
at4g29650	GMM:23.2	nucleotide metabolism.degradation	35.2
at3g44270	GMM:28.1.1.3	DNA.synthesis/chromatin structure.retrotransposon/transposase.copia-like retrotransposon	35.2
at4g07435	GMM:26.10	misc.cytochrome P450	35.2
at3g09650	GMM:27.1	RNA.processing	CRM3
at1g35830	35.2	35.2	35.2
at1g67960	35.2	35.2	35.2
at1g57310	GMM:29.2.7.1.19	protein.synthesis.transfer RNA.nucleus.tRNA-Tyr	35.2
at4g04760	GMM:34.2	transport.sugars	35.2
at3g44783	35.2	35.2	35.2
at3g57750	GMM:29.4	protein.postranslational modification	35.2
at5g32112	GMM:28.1	DNA.synthesis/chromatin structure	35.2
at1g21960	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING	35.2
at3g28610	GMM:29.5.9	protein.degradation.AAA type	35.2
at4g15396	GMM:26.10	misc.cytochrome P450	CYP702A6
at1g07410	GMM:30.5	signalling.G-proteins	ATRAB-A2B
at3g45710	GMM:34.13	transport.peptides and oligopeptides	35.2
at1g32790	GMM:27.4	RNA.RNA binding	CID11
at5g03310	GMM:17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	35.2
at1g12820	GMM:17.2.2	hormone metabolism.auxin.signal transduction	AFB3
at4g05100	GMM:27.3.25	RNA.regulation of transcription.MYB domain transcription factor family	AtMYB74
at1g59171	35.2	35.2	35.2
at5g19820	35.2	35.2	emb2734
at1g27530	35.2	35.2	35.2
at2g04950	GMM:28.1.1.7	DNA.synthesis/chromatin structure.retrotransposon/transposase.mutator-like transposase	35.2
at1g08032	35.2	35.2	35.2
at3g08660	GMM:30.11	signalling.light	35.2
at3g44090	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at1g36190	GMM:28.1.1.5	DNA.synthesis/chromatin structure.retrotransposon/transposase.CACTA-like transposase	35.2
at3g05730	GMM:20.1.7.12	stress.biotic.PR-proteins.PR12 (plant defensins)	35.2
at5g53010	GMM:30.3	signalling.calcium	35.2
at3g04880	GMM:28.2	DNA.repair	DRT102
at1g77750	GMM:29.2.1.1.1.1.13	protein.synthesis.ribosomal protein.prokaryotic.chloroplast.30S subunit.S13	35.2
at1g09210	GMM:30.3	signalling.calcium	CRT1b
at1g57530	GMM:29.2.7.1.19	protein.synthesis.transfer RNA.nucleus.tRNA-Tyr	35.2
at3g56277	GMM:28.1.1.3	DNA.synthesis/chromatin structure.retrotransposon/transposase.copia-like retrotransposon	35.2
at5g46010	GMM:27.3.22	RNA.regulation of transcription.homeobox transcription factor family (HB)	35.2
at1g33770	GMM:29.4	protein.postranslational modification	35.2
at4g36180	GMM:30.2.7	signalling.receptor kinases.leucine rich repeat VII	35.2
at5g47730	GMM:29.3.4.99	protein.targeting.secretory pathway.unspecified	35.2
at5g41990	GMM:30.6	signalling.MAP kinases	WNK8
at2g17060	GMM:20.1.7	stress.biotic.PR-proteins	35.2
at5g32975	GMM:28.99	DNA.unspecified	35.2
at1g30460	GMM:27.1.3.6	RNA.processing.3' end processing.CPSF30	ATCPSF30
at4g25510	35.2	35.2	35.2
at3g51800	GMM:29.5	protein.degradation	EBP1
at5g43650	GMM:27.3.6	RNA.regulation of transcription.basic helix-loop-helix family (bHLH)	BHLH92
at5g04170	GMM:30.3	signalling.calcium	35.2
at1g20770	35.2	35.2	35.2
at5g65570	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein	35.2
at5g64990	GMM:30.5	signalling.G-proteins	AtRABH1a
at2g28740	GMM:28.1.3.2.4	DNA.synthesis/chromatin structure.histone.core.H4	HIS4
at5g11520	GMM:13.1.1.2.1	amino acid metabolism.synthesis.central amino acid metabolism.aspartate.aspartate aminotransferase	YLS4
at3g60960	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein	35.2
at5g67210	35.2	35.2	35.2
at3g13855	GMM:27.1	RNA.processing	35.2
at2g02020	GMM:34.13	transport.peptides and oligopeptides	35.2
at1g72960	GMM:33.99	development.unspecified	35.2
at5g35798	GMM:28.1.1.6	DNA.synthesis/chromatin structure.retrotransposon/transposase.mariner-like transposase	35.2
at2g17590	GMM:35.1.26	not assigned.no ontology.DC1 domain containing protein	35.2
at5g05870	GMM:17.4.1	hormone metabolism.cytokinin.synthesis-degradation	UGT76C1
at2g07600	35.2	35.2	35.2
at3g09925	GMM:20.2.99	stress.abiotic.unspecified	35.2
at1g19170	GMM:10.6.3	cell wall.degradation.pectate lyases and polygalacturonases	35.2
at3g13227	35.2	35.2	35.2
at4g02410	GMM:30.2.19	signalling.receptor kinases.legume-lectin	35.2
at5g49470	GMM:29.4	protein.postranslational modification	35.2
at5g02490	GMM:29.6	protein.folding	35.2
at4g09425	GMM:28.1.1.3	DNA.synthesis/chromatin structure.retrotransposon/transposase.copia-like retrotransposon	35.2
at3g10890	GMM:10.6.2	cell wall.degradation.mannan-xylose-arabinose-fucose	35.2
at3g13700	GMM:27.4	RNA.RNA binding	35.2
at3g61200	35.2	35.2	35.2
at1g31010	35.2	35.2	OSB4
at5g51770	GMM:29.4.1.61	protein.postranslational modification.kinase.receptor like cytoplasmatic kinase X	35.2
at2g45310	GMM:10.1.6	cell wall.precursor synthesis.GAE	GAE4
at2g20555	35.2	35.2	35.2
at5g22020	GMM:16.4.1	secondary metabolism.N misc.alkaloid-like	35.2
at2g15490	GMM:26.2	misc.UDP glucosyl and glucoronyl transferases	UGT73B4
at1g69670	GMM:29.5.11.4.5.1	protein.degradation.ubiquitin.E3.BTB/POZ Cullin3.Cullin3	CUL3B
at5g16320	35.2	35.2	FRL1
at1g11340	GMM:29.4	protein.postranslational modification	35.2
at5g11790	GMM:34.23.1	transport.hormones.auxin	NDL2
at3g16590	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at5g08550	35.2	35.2	ILP1
at1g08050	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING	35.2
at3g18300	35.2	35.2	35.2
at4g08170	GMM:30.4.5	signalling.phosphinositides.inositol-tetrakisphosphate 1-kinase	35.2
at1g65347	GMM:28.1.1.3	DNA.synthesis/chromatin structure.retrotransposon/transposase.copia-like retrotransposon	35.2
at1g30690	GMM:29.3.4.99	protein.targeting.secretory pathway.unspecified	35.2
at3g07180	35.2	35.2	35.2
at5g05400	GMM:20.1.7	stress.biotic.PR-proteins	35.2
at1g65485	35.2	35.2	35.2
at5g64210	GMM:9.4	mitochondrial electron transport / ATP synthesis.alternative oxidase	AOX2
at2g40760	GMM:26.23	misc.rhodanese	35.2
at2g46500	GMM:29.5.11	protein.degradation.ubiquitin	UBDK GAMMA 4
at4g30450	GMM:35.1.40	not assigned.no ontology.glycine rich proteins	35.2
at3g20870	GMM:34.12	transport.metal	ZTP29
at1g70260	GMM:33.99	development.unspecified	35.2
at1g10865	35.2	35.2	35.2
at3g16857	GMM:27.3.5	RNA.regulation of transcription.ARR	ARR1
at1g31270	35.2	35.2	35.2
at3g51730	35.2	35.2	35.2
at1g36970	35.2	35.2	35.2
at1g59800	GMM:29.5.11.4.3.3	protein.degradation.ubiquitin.E3.SCF.cullin	35.2
at1g32540	GMM:27.3.99	RNA.regulation of transcription.unclassified	LOL1
at2g36026	35.2	35.2	35.2
at1g45221	35.2	35.2	35.2
at3g46220	35.2	35.2	35.2
at1g02970	GMM:29.4	protein.postranslational modification	WEE1
at2g05080	GMM:28.99	DNA.unspecified	35.2
at4g28300	GMM:10.5.4	cell wall.cell wall proteins.HRGP	35.2
at1g70870	GMM:20.2.99	stress.abiotic.unspecified	35.2
at4g00840	GMM:27.3.99	RNA.regulation of transcription.unclassified	35.2
at1g35625	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING	35.2
at5g07190	GMM:33.99	development.unspecified	ATS3
at5g66360	GMM:27.1	RNA.processing	35.2
at2g15300	GMM:30.2.3	signalling.receptor kinases.leucine rich repeat III	35.2
at2g11135	35.2	35.2	35.2
at2g43550	GMM:20.1.7.6.1	stress.biotic.PR-proteins.PR6 (proteinase inhibitors).trypsin inhibitor	35.2
at5g20170	35.2	35.2	35.2
at4g37890	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING	EDA40
at5g37830	GMM:21.2.2	redox.ascorbate and glutathione.glutathione	OXP1
at1g66950	GMM:34.16	transport.ABC transporters and multidrug resistance systems	PDR11
at2g47115	35.2	35.2	35.2
at5g57990	GMM:29.5.11.5	protein.degradation.ubiquitin.ubiquitin protease	UBP23
at5g39095	GMM:28.1.1.3	DNA.synthesis/chromatin structure.retrotransposon/transposase.copia-like retrotransposon	35.2
at3g19040	GMM:27.3.54	RNA.regulation of transcription.histone acetyltransferases	TAF1B
at5g09520	GMM:35.1.41	not assigned.no ontology.hydroxyproline rich proteins	35.2
at3g61770	35.2	35.2	35.2
at2g17860	GMM:20.1	stress.biotic	35.2
at1g26170	GMM:29.3.1	protein.targeting.nucleus	35.2
at4g20420	35.2	35.2	35.2
at3g16540	GMM:29.5.5	protein.degradation.serine protease	DegP11
at1g65650	GMM:29.5.11	protein.degradation.ubiquitin	UCH2
at1g57650	GMM:20.1.7	stress.biotic.PR-proteins	35.2
at1g08870	GMM:29.2.7.1.1	protein.synthesis.transfer RNA.nucleus.tRNA-Ala	35.2
at5g19400	35.2	35.2	SMG7
at5g41970	35.2	35.2	35.2
at3g26110	35.2	35.2	35.2
at4g32445	GMM:32	"micro RNA, natural antisense etc"	35.2
at3g02280	GMM:19.99	tetrapyrrole synthesis.unspecified	35.2
at5g60980	GMM:29.3.1	protein.targeting.nucleus	35.2
at2g16595	35.2	35.2	35.2
at1g19396	35.2	35.2	35.2
at2g37900	GMM:34.13	transport.peptides and oligopeptides	35.2
at2g19400	GMM:29.4	protein.postranslational modification	35.2
at1g17665	35.2	35.2	35.2
at1g74448	35.2	35.2	35.2
at5g32169	35.2	35.2	35.2
at4g11650	GMM:20.2	stress.abiotic	OSM34
at5g28350	35.2	35.2	35.2
at4g11040	GMM:29.4	protein.postranslational modification	35.2
at1g19390	GMM:30.2.25	signalling.receptor kinases.wall associated kinase	35.2
at1g04220	GMM:11.1.10	lipid metabolism.FA synthesis and FA elongation.beta ketoacyl CoA synthase	KCS2
at2g39360	GMM:30.2.16	signalling.receptor kinases.Catharanthus roseus-like RLK1	35.2
at3g10390	GMM:26.7	"misc.oxidases - copper, flavone etc"	FLD
at3g19710	GMM:13.1.4.1.4;GMM:16.5.1.1.1.1	amino acid metabolism.synthesis.branched chain group.common.branched-chain-amino-acid aminotransferase;secondary metabolism.sulfur-containing.glucosinolates.synthesis.aliphatic.branched-chain amino acid aminotransferase  (BCAT/MAAT)	BCAT4
at2g29780	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at5g66050	35.2	35.2	35.2
at1g62960	GMM:17.5.1.1	hormone metabolism.ethylene.synthesis-degradation.1-aminocyclopropane-1-carboxylate synthase	ACS10
at5g37920	35.2	35.2	35.2
at3g45690	GMM:34.13	transport.peptides and oligopeptides	35.2
at2g35990	35.2	35.2	35.2
at3g56810	35.2	35.2	35.2
at5g64650	GMM:29.2.1.1.3.2.17	protein.synthesis.ribosomal protein.prokaryotic.unknown organellar.50S subunit.L17	35.2
at1g26515	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at2g21870	35.2	35.2	MGP1
at4g15740	GMM:20.2.2	stress.abiotic.cold	35.2
at2g35530	GMM:27.3.35	RNA.regulation of transcription.bZIP transcription factor family	bZIP16
at2g36580	GMM:4.1.14	glycolysis.cytosolic branch.pyruvate kinase (PK)	35.2
at3g01080	GMM:27.3.32	RNA.regulation of transcription.WRKY domain transcription factor family	WRKY58
at2g05550	GMM:28.1	DNA.synthesis/chromatin structure	35.2
at2g35150	35.2	35.2	EXL1
at5g14530	35.2	35.2	35.2
at5g46120	35.2	35.2	35.2
at1g49300	GMM:30.5	signalling.G-proteins	ATRABG3E
at1g65360	GMM:27.3.24	RNA.regulation of transcription.MADS box transcription factor family	AGL23
at2g46150	35.2	35.2	35.2
at5g49400	GMM:27.3.73	RNA.regulation of transcription.Zn-finger(CCHC)	35.2
at5g59290	GMM:10.1.5	cell wall.precursor synthesis.UXS	UXS3
at5g25205	GMM:28.1.1.2	DNA.synthesis/chromatin structure.retrotransposon/transposase.non-LTR retrotransposon	35.2
at5g04650	GMM:28.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase	35.2
at5g60640	GMM:21.1.1	redox.thioredoxin.PDIL	ATPDI2
at4g24500	GMM:35.1.41	not assigned.no ontology.hydroxyproline rich proteins	35.2
at1g64100	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein	35.2
at2g41810	35.2	35.2	35.2
at3g58070	GMM:27.3.11	RNA.regulation of transcription.C2H2 zinc finger family	GIS
at5g04140	GMM:12.2.1.1	N-metabolism.ammonia metabolism.glutamate synthase.ferredoxin dependent	FD-GOGAT
at3g17660	GMM:30.5	signalling.G-proteins	AGD15
at4g18960	GMM:33.99	development.unspecified	AG
at5g34868	GMM:28.1.1.4	DNA.synthesis/chromatin structure.retrotransposon/transposase.hat-like transposase	35.2
